date,close,ROI,SMA_5,SMA_10,SMA_15,SMA_20,SMA_50,Entry_signal_short_5,Exit_signal_short_5
2020-08-26,11971.94,0.00383862031030957,12059.501999999995,11857.565999999995,11652.094,11489.963000000007,11508.070999999984,0,0
2020-08-27,11926.16,-0.005809509121904699,12149.221999999994,11775.783999999996,11592.694666666668,11436.189500000008,11510.193599999982,0,0
2020-08-28,11995.85,-0.00948334943479734,12118.263999999996,11691.907999999996,11526.749333333335,11397.438000000007,11513.497399999982,0,0
2020-08-31,12110.7,-0.01481835797365294,12043.519999999995,11620.098999999995,11459.040666666668,11365.868000000008,11510.188199999982,0,0
2020-09-01,12292.86,-0.010279746291224079,11835.031999999996,11552.915999999996,11397.418666666665,11326.480500000007,11500.459999999985,0,0
2020-09-02,12420.54,0.05514821129571157,11655.629999999996,11448.389999999996,11300.116666666667,11282.740500000007,11492.461399999987,0,0
2020-09-03,11771.37,0.012841019675395192,11402.345999999996,11314.430999999993,11198.512,11240.873500000007,11480.593399999987,0,0
2020-09-04,11622.13,0.05004128923606777,11265.551999999994,11230.991999999995,11157.162666666667,11215.089500000007,11483.922799999986,0,0
2020-09-08,11068.26,-0.028746429621309574,11196.677999999994,11166.800999999996,11139.983999999999,11209.436000000007,11491.747799999985,1,0
2020-09-09,11395.85,0.02167181274721797,11270.799999999996,11178.611999999996,11156.963333333335,11220.586500000007,11509.932399999983,0,1
2020-09-10,11154.12,0.006017641647275474,11241.149999999996,11122.359999999993,11158.444,11225.953500000007,11519.909599999984,1,0
2020-09-11,11087.4,-0.016879238430326682,11226.515999999996,11096.594999999996,11187.049333333334,11245.794500000007,11536.535799999987,0,0
2020-09-14,11277.76,-0.014084433165164056,11196.431999999995,11102.967999999995,11198.268666666667,11277.717000000008,11552.916599999986,0,1
2020-09-15,11438.87,0.017005405597638745,11136.923999999995,11111.636999999995,11213.688666666667,11318.234500000008,11565.480199999984,0,0
2020-09-16,11247.6,0.015039324245664787,11086.423999999995,11100.044999999995,11203.848666666667,11350.449500000008,11578.298999999983,1,0
2020-09-17,11080.95,0.013163597263595728,11003.569999999994,11117.090999999995,11220.888,11387.337500000007,11596.391399999986,0,0
2020-09-18,10936.98,-0.003937990313490958,10966.673999999995,11167.315999999995,11252.220666666664,11428.218500000008,11619.936599999983,0,0
2020-09-21,10980.22,-0.01842867704179296,11009.503999999995,11199.186999999994,11304.812,11473.978000000006,11646.563399999983,0,0
2020-09-22,11186.37,0.03258831771948256,11086.349999999995,11252.070999999994,11378.671333333332,11506.684500000007,11676.065599999984,0,0
2020-09-23,10833.33,-0.005794537129914512,11113.665999999996,11262.560999999994,11438.458,11531.258000000007,11701.466399999983,0,0
2020-09-24,10896.47,-0.022837147446043597,11230.611999999996,11329.546999999995,11515.260000000002,11572.86000000001,11734.142399999986,0,0
2020-09-25,11151.13,-0.01877081600957386,11367.957999999993,11394.993999999995,11582.06666666667,11611.18200000001,11766.782599999986,0,0
2020-09-28,11364.45,0.0036651226049748686,11388.869999999994,11452.465999999995,11628.802666666668,11638.25400000001,11795.689399999983,0,0
2020-09-29,11322.95,-0.00832978632096859,11417.791999999992,11524.831999999995,11646.796000000002,11645.257500000007,11821.114799999988,0,0
2020-09-30,11418.06,-0.01425685475516281,11411.455999999995,11600.853999999996,11670.455333333335,11659.057500000008,11841.948599999987,0,0
2020-10-01,11583.2,0.029097283240743232,11428.481999999995,11657.583999999995,11686.942666666668,11645.292500000007,11861.622199999983,0,0
2020-10-02,11255.69,-0.022014830055625656,11422.029999999995,11689.120999999996,11692.256666666664,11633.669500000007,11877.466399999988,0,0
2020-10-05,11509.06,0.019288352860218568,11516.061999999994,11748.768999999995,11721.382,11623.532500000007,11901.596799999988,0,0
2020-10-06,11291.27,-0.01842271578579513,11631.871999999996,11761.297999999995,11721.079333333333,11602.317500000006,11923.333999999988,0,0
2020-10-07,11503.19,-0.00413386269862015,11790.251999999993,11799.954999999994,11741.591333333336,11601.749500000007,11950.871799999988,0,0
2020-10-08,11550.94,-0.014916615853008519,11886.685999999994,11816.172999999995,11717.562666666667,11615.44100000001,11975.84919999999,0,0
2020-10-09,11725.85,-0.029968291155523907,11956.211999999996,11827.369999999995,11704.216000000002,11641.79750000001,11999.593999999992,0,1
2020-10-12,12088.11,0.0004088331125027267,11981.475999999993,11824.041999999996,11659.356000000002,11660.07250000001,12018.882199999993,0,0
2020-10-13,12083.17,0.008160789496518994,11890.723999999993,11765.682999999995,11592.466000000002,11647.186500000009,12031.471199999994,0,0
2020-10-14,11985.36,0.0072941538352928595,11809.657999999992,11717.260999999995,11538.915333333334,11624.242500000013,12042.870599999993,0,0
2020-10-15,11898.57,0.003914894909539779,11745.659999999993,11633.000999999993,11525.026000000002,11619.62100000001,12057.383599999996,0,0
2020-10-16,11852.17,0.018722146058868683,11698.527999999993,11578.217999999993,11536.992666666667,11616.04950000001,12076.189399999996,0,0
2020-10-19,11634.35,-0.00372414761633999,11666.607999999993,11498.295999999993,11552.938,11620.33300000001,12096.015799999996,0,0
2020-10-20,11677.84,0.0010689759518986985,11640.641999999993,11443.336999999992,11566.007333333333,11639.284500000007,12120.235999999995,0,0
2020-10-21,11665.37,0.0002109250607267299,11624.86399999999,11403.543999999993,11562.437333333333,11654.267000000007,12144.444799999996,0,0
2020-10-22,11662.91,-0.0025366536184944217,11520.341999999993,11414.708999999993,11577.608,11665.734000000008,12165.030599999995,1,0
2020-10-23,11692.57,0.016345749322874692,11457.90799999999,11456.224999999995,11588.556666666667,11681.860000000008,12187.819999999994,0,1
2020-10-26,11504.52,-0.008141254165247691,11329.98399999999,11496.102999999996,11604.908000000001,11692.553500000007,12206.435599999995,1,0
2020-10-27,11598.95,0.04094048512217796,11246.031999999988,11528.689999999993,11638.832,11712.624500000007,12235.136599999994,0,0
2020-10-28,11142.76,-0.018323034445331232,11182.223999999993,11531.223999999993,11664.068000000001,11736.667500000007,12265.261599999994,0,0
2020-10-29,11350.74,0.026942128572010168,11309.07599999999,11606.240999999993,11714.198,11787.140500000007,12300.456199999993,0,0
2020-10-30,11052.95,-0.002869705794261601,11454.54199999999,11653.880999999992,11756.510666666665,11832.514000000005,12331.283199999994,0,0
2020-11-02,11084.76,-0.017300669952153847,11662.22199999999,11742.369999999994,11813.409999999998,11893.282500000007,12369.696799999994,0,0
2020-11-03,11279.91,-0.04221016861650917,11811.34799999999,11835.231999999993,11868.15533333333,11961.811000000005,12405.975399999996,0,0
2020-11-04,11777.02,-0.02492533989288015,11880.223999999993,11904.989999999994,11921.481999999995,12020.636000000004,12436.455799999994,0,0
2020-11-05,12078.07,-0.0010983058136602164,11903.405999999994,11916.758999999995,11946.49533333333,12055.141500000007,12460.846199999994,0,1
2020-11-06,12091.35,0.022058444396169552,11853.21999999999,11907.494999999995,11958.504666666666,12077.662000000008,12485.213799999996,0,0
2020-11-09,11830.39,0.01773011512961209,11822.517999999991,11889.003999999995,11970.302666666665,12102.918000000007,12511.486599999995,1,0
2020-11-10,11624.29,-0.02258820997012501,11859.115999999987,11896.558999999996,12011.96533333333,12143.184500000007,12542.206799999994,0,0
2020-11-11,11892.93,0.0055626296805484365,11929.755999999988,11942.110999999995,12067.439999999995,12180.202000000007,12579.386799999995,0,0
2020-11-12,11827.14,-0.009273034317766049,11930.111999999985,11968.039999999995,12105.719999999998,12205.642500000005,12611.331999999993,0,0
2020-11-13,11937.84,-0.00628798889238491,11961.769999999986,12011.146999999994,12152.476,12233.056000000008,12637.042199999993,0,0
2020-11-16,12013.38,0.002996454181969588,11955.489999999987,12044.19499999999,12196.384666666667,12259.274500000007,12662.315999999993,0,0
2020-11-17,11977.49,0.006959396235805659,11934.001999999988,12088.38999999999,12237.874,12288.401500000007,12680.555999999993,0,0
2020-11-18,11894.71,-0.007569190258505666,11954.465999999986,12136.281999999992,12263.684,12322.935000000007,12705.984199999995,0,0
2020-11-19,11985.43,0.0066342248396666905,12005.967999999986,12193.523999999992,12297.486,12365.802500000007,12737.212399999995,0,0
2020-11-20,11906.44,4.199584409136925e-05,12060.523999999989,12247.828999999992,12323.484666666667,12403.440000000008,12765.551199999994,0,0
2020-11-23,11905.94,-0.014393438307390484,12132.899999999983,12316.831999999993,12360.536,12442.631000000007,12798.640199999994,0,0
2020-11-24,12079.81,-0.005958582053320338,12242.777999999986,12389.809999999996,12406.534666666668,12483.212000000007,12832.600599999994,0,0
2020-11-25,12152.22,-0.008646450011869589,12318.097999999984,12418.292999999992,12445.758000000002,12511.87850000001,12864.904799999995,0,0
2020-11-27,12258.21,-0.0008240737118041519,12381.079999999984,12443.244999999994,12485.747333333335,12539.81800000001,12895.601999999995,0,0
2020-11-30,12268.32,-0.015014455658742043,12435.133999999984,12454.964999999993,12517.745333333334,12568.85050000001,12923.543199999995,0,0
2020-12-01,12455.33,-8.670234842944602e-05,12500.763999999983,12474.353999999996,12545.874666666667,12597.609000000008,12952.863799999996,0,0
2020-12-02,12456.41,-0.0008598610907241122,12536.841999999982,12488.412999999995,12563.356666666668,12617.110500000008,12979.911199999995,0,0
2020-12-03,12467.13,-0.0048968430328339965,12518.487999999983,12509.587999999994,12576.472000000002,12638.704000000007,13006.258399999995,0,0
2020-12-04,12528.48,-0.00539754391508096,12505.409999999983,12538.080999999995,12592.730666666668,12650.080500000007,13030.909999999994,0,0
2020-12-07,12596.47,-0.0031062733267277487,12474.795999999982,12559.050999999996,12613.422666666667,12663.775500000007,13053.090599999996,0,0
2020-12-08,12635.72,0.021923808537895214,12447.943999999983,12568.429999999993,12629.890666666664,12665.11950000001,13072.776799999998,0,0
2020-12-09,12364.64,-0.0029915157066670033,12439.983999999982,12576.613999999996,12643.866666666665,12680.312000000009,13084.537199999995,0,0
2020-12-10,12401.74,0.0021276062772870308,12500.687999999984,12605.463999999994,12678.776000000002,12717.340000000013,13101.138599999995,0,0
2020-12-11,12375.41,-0.006965056759595578,12570.751999999982,12636.390999999992,12698.303999999998,12742.37750000001,13119.147599999995,0,0
2020-12-14,12462.21,-0.010615342110778858,12643.305999999982,12682.735999999995,12726.768666666667,12768.21150000001,13128.205599999996,0,0
2020-12-15,12595.92,-0.0057024856016975045,12688.915999999988,12720.863999999996,12737.511333333336,12793.78250000001,13137.150199999995,0,0
2020-12-16,12668.16,-0.006579329143683421,12713.243999999986,12745.807999999995,12760.421333333335,12808.921000000013,13150.890799999996,0,0
2020-12-17,12752.06,0.0010896376091402704,12710.239999999987,12767.819999999992,12789.557333333334,12815.70950000001,13158.726599999993,0,0
2020-12-18,12738.18,0.0037761243662461923,12702.029999999988,12762.079999999993,12799.586,12827.93350000001,13157.35199999999,0,0
2020-12-21,12690.26,-0.002146638191602768,12722.165999999988,12768.499999999995,12809.846666666668,12855.847000000012,13151.868399999988,0,0
2020-12-22,12717.56,0.005091226367526236,12752.811999999987,12761.808999999996,12828.738,12891.583500000012,13151.433399999987,0,0
2020-12-23,12653.14,-0.00455274600523492,12778.371999999988,12784.009999999993,12840.813333333335,12924.02550000001,13143.063799999987,0,0
2020-12-24,12711.01,-0.009958049234900956,12825.399999999987,12829.215999999993,12850.866000000002,12965.53300000001,13145.890799999985,0,0
2020-12-28,12838.86,-0.00036049391559456184,12822.129999999988,12848.363999999992,12869.901333333335,13004.492000000013,13146.711999999983,0,0
2020-12-29,12843.49,-0.00014557785846414098,12814.83399999999,12853.686999999994,12900.407333333334,13018.18150000001,13150.992799999984,0,0
2020-12-30,12845.36,-0.003330157321225213,12770.80599999999,12866.700999999995,12937.840666666667,13036.083500000012,13152.868799999987,0,0
2020-12-31,12888.28,0.015252082371642885,12789.64799999999,12872.033999999996,12972.576666666668,13040.08450000001,13157.612399999987,0,0
2021-01-04,12694.66,-0.008414060510623766,12833.031999999988,12863.598999999995,13012.244000000002,13058.115500000007,13162.892399999988,0,0
2021-01-05,12802.38,0.014182447607013815,12874.597999999987,12893.786999999998,13065.279333333336,13096.18850000001,13173.046799999987,0,0
2021-01-06,12623.35,-0.02443821548938641,12892.539999999985,12943.194,13085.964000000002,13126.18800000001,13172.781999999988,0,0
2021-01-07,12939.57,-0.012638494643347764,12962.595999999983,13021.357999999998,13124.509333333333,13173.065000000011,13177.654799999988,0,0
2021-01-08,13105.2,0.01571092091526527,12954.419999999986,13064.040999999996,13123.563333333335,13206.284500000012,13180.593599999991,0,0
2021-01-11,12902.49,0.0008066961989872112,12894.165999999983,13101.849999999995,13133.143333333332,13235.775500000012,13178.845399999993,0,0
2021-01-12,12892.09,-0.006285056688066447,12912.975999999982,13160.62,13170.052,13275.005000000014,13176.77319999999,0,0
2021-01-13,12973.63,0.005809892322398591,12993.847999999984,13182.675999999998,13204.070666666668,13313.164000000012,13174.541599999993,0,0
2021-01-14,12898.69,0.00740085270694224,13080.119999999983,13205.465999999995,13243.221333333333,13351.200000000012,13174.651399999993,0,0
2021-01-15,12803.93,-0.014820098272309457,13173.661999999982,13208.134999999998,13290.239333333333,13396.650500000012,13175.992399999996,0,0
2021-01-19,12996.54,-0.022555644551741198,13309.533999999983,13252.631999999998,13349.64533333333,13445.142500000013,13177.844399999993,0,0
2021-01-20,13296.45,-0.008096984779548455,13408.263999999983,13298.589999999995,13395.68133333333,13480.301000000018,13179.74239999999,0,0
2021-01-21,13404.99,0.002887090016758353,13371.503999999983,13309.181999999995,13419.602666666662,13497.354000000018,13180.403599999992,0,0
2021-01-22,13366.4,-0.008669249122432388,13330.811999999984,13324.771999999995,13441.559999999996,13506.143500000017,13184.266999999993,0,0
2021-01-25,13483.29,-0.000511482788604134,13242.607999999984,13348.527999999995,13470.979999999998,13499.010500000017,13188.508199999993,0,0
2021-01-26,13490.19,0.028792044323611158,13195.729999999983,13369.700999999992,13490.345333333331,13484.581500000017,13191.17639999999,0,1
2021-01-27,13112.65,-0.006732552969239247,13188.915999999983,13389.38999999999,13504.313333333328,13475.181500000017,13196.542599999993,1,0
2021-01-28,13201.53,0.021364942462039904,13246.859999999982,13443.651999999993,13539.303999999995,13460.964500000016,13211.19059999999,0,0
2021-01-29,12925.38,-0.0244186309806852,13318.731999999984,13496.93399999999,13564.58733333333,13446.360000000017,13223.54699999999,0,0
2021-02-01,13248.9,-0.015399684307214943,13454.447999999982,13585.165999999992,13584.477999999996,13464.238500000018,13244.76919999999,0,0
2021-02-02,13456.12,0.004010484712778428,13543.671999999986,13637.652999999993,13580.865333333328,13454.791000000017,13255.86939999999,0,1
2021-02-03,13402.37,-0.011689498255645359,13589.863999999989,13662.011999999993,13570.603333333327,13416.151500000016,13267.270799999991,1,0
2021-02-04,13560.89,-0.003165989902940036,13640.443999999989,13685.525999999993,13532.332666666663,13369.233000000017,13280.06159999999,0,1
2021-02-05,13603.96,-0.006649132312329664,13675.13599999999,13687.51499999999,13488.902666666665,13324.614000000018,13286.99719999999,0,0
2021-02-08,13695.02,0.0005801091248096579,13715.883999999993,13649.492999999993,13467.502,13259.370000000017,13291.103999999992,0,0
2021-02-09,13687.08,0.00232950355430539,13731.633999999993,13599.46199999999,13425.164,13214.343500000015,13295.906599999993,0,0
2021-02-10,13655.27,-0.005757826180343485,13734.159999999993,13560.972999999993,13358.247333333333,13167.593000000012,13297.412199999993,0,0
2021-02-11,13734.35,-0.005312253307936943,13730.607999999991,13478.276999999993,13278.829333333333,13137.474500000017,13303.13559999999,0,0
2021-02-12,13807.7,0.0024633778551550467,13699.893999999991,13395.785999999993,13207.773333333334,13097.621500000012,13308.971799999992,0,0
2021-02-16,13773.77,0.0054059538486581635,13583.10199999999,13343.310999999992,13107.198666666665,13061.363500000014,13312.023399999995,0,0
2021-02-17,13699.71,0.004560949909477641,13467.28999999999,13271.928999999995,13041.913333333332,13030.289000000012,13314.580399999993,0,0
2021-02-18,13637.51,0.004177226933946399,13387.785999999993,13170.290999999996,12978.737333333333,13005.422500000011,13319.990399999993,0,0
2021-02-19,13580.78,0.026999925890859974,13225.945999999993,13052.939999999995,12939.763333333332,12963.004000000012,13324.455399999993,0,0
2021-02-22,13223.74,0.0022001241406595096,13091.677999999994,12961.712999999992,12896.864,12927.314500000011,13328.834199999992,0,0
2021-02-23,13194.71,-0.008079872562337553,13103.519999999993,12869.246999999992,12887.450666666668,12920.45300000001,13335.252799999993,0,0
2021-02-24,13302.19,0.03694017372514402,13076.567999999996,12829.224999999995,12884.622,12911.607000000007,13341.425999999996,0,0
2021-02-25,12828.31,-0.006284548361509157,12952.795999999993,12774.212999999994,12877.968,12886.44150000001,13347.656799999995,1,0
2021-02-26,12909.44,-0.02811950658550999,12879.933999999992,12796.671999999995,12875.356666666668,12884.05150000001,13365.483199999993,0,1
2021-03-01,13282.95,0.01707510365659903,12831.747999999992,12799.456999999995,12872.526666666667,12887.535500000007,13374.475999999993,0,0
2021-03-02,13059.95,0.029694094531956594,12634.973999999993,12779.415999999996,12859.430666666667,12871.67500000001,13375.842399999996,0,0
2021-03-03,12683.33,0.017597079589216857,12581.88199999999,12788.648999999996,12856.62,12863.50400000001,13374.675999999996,1,0
2021-03-04,12464.0,-0.016143177058707048,12595.629999999992,12840.553999999993,12864.323333333336,12883.909500000007,13383.192399999998,0,0
2021-03-05,12668.51,0.030037206034922995,12713.409999999993,12873.067999999992,12885.424000000005,12927.185000000007,13401.774799999996,0,0
2021-03-08,12299.08,-0.03872057424719544,12767.165999999996,12892.915999999996,12906.131333333335,12973.667500000007,13414.662799999998,0,0
2021-03-09,12794.49,0.003326518753425933,12923.857999999993,12971.658999999996,12950.575333333334,13037.636500000008,13433.0348,0,0
2021-03-10,12752.07,-0.02304698572730968,12995.415999999996,12993.988999999996,12957.378000000002,13078.747000000007,13441.9032,0,0
2021-03-11,13052.9,0.008936183698440514,13085.477999999992,12998.669999999995,12980.002666666667,13129.068500000007,13456.743600000002,0,0
2021-03-12,12937.29,-0.011102584054778377,13032.725999999993,12971.430999999995,12998.443333333335,13168.676000000007,13463.9204,0,0
2021-03-15,13082.54,-0.005302502683945276,13018.66599999999,12975.613999999998,13042.501333333335,13212.779000000004,13478.0096,0,0
2021-03-16,13152.28,-0.0037947703368633725,13019.45999999999,12963.933999999996,13075.562666666667,13257.976500000008,13489.513399999998,0,0
2021-03-17,13202.38,0.032311789533932656,12992.561999999987,12938.358999999995,13106.524000000005,13290.558000000005,13500.522599999998,0,0
2021-03-18,12789.14,-0.006050366091836622,12911.86199999999,12927.264999999998,13143.598666666667,13331.748500000005,13509.631999999998,0,0
2021-03-19,12866.99,-0.016774525828505915,12910.135999999988,12981.302,13213.992666666667,13394.387000000002,13527.579399999995,0,0
2021-03-22,13086.51,0.005278929833712143,12932.561999999987,13054.419,13277.483333333335,13446.421000000002,13543.331399999995,0,0
2021-03-23,13017.79,0.01710384033602952,12908.40799999999,13103.614,13337.482000000002,13482.5605,13555.116999999995,0,0
2021-03-24,12798.88,0.0014373448320919024,12884.155999999994,13163.505,13389.890000000005,13528.428500000005,13565.354799999996,0,0
2021-03-25,12780.51,-0.015302270107680703,12942.667999999992,13259.467,13471.71066666667,13576.602500000005,13584.792599999995,0,0
2021-03-26,12979.12,0.0010319503553211096,13052.467999999993,13365.920999999995,13555.804000000002,13634.649,13605.240199999998,0,0
2021-03-29,12965.74,0.005366559842066021,13176.275999999994,13449.943999999998,13617.707333333336,13687.001,13621.874999999998,0,0
2021-03-30,12896.53,-0.014888354527844094,13298.819999999994,13552.018999999995,13673.94466666667,13736.728000000005,13638.858999999995,0,0
2021-03-31,13091.44,-0.01786037146151653,13442.853999999996,13642.756999999998,13743.186000000005,13786.982500000002,13660.135399999996,0,0
2021-04-01,13329.51,-0.01975634938844661,13576.265999999996,13736.231999999998,13787.913999999999,13830.921000000002,13678.272599999998,0,0
2021-04-05,13598.16,0.001450827266125998,13679.373999999994,13807.471999999998,13828.709333333334,13857.483500000002,13694.246399999995,0,0
2021-04-06,13578.46,-0.002808316258711807,13723.611999999996,13838.423,13857.242666666667,13867.561500000002,13702.891399999995,0,0
2021-04-07,13616.7,-0.010306356070792557,13805.218,13861.506999999998,13882.697333333335,13865.872,13710.982399999995,0,0
2021-04-08,13758.5,-0.006251331703388541,13842.66,13893.351999999995,13901.692,13860.2055,13721.9246,0,0
2021-04-09,13845.05,0.001859711202046421,13896.198,13893.737999999998,13915.806,13852.967,13727.7462,0,0
2021-04-12,13819.35,-0.011950103278234871,13935.570000000003,13903.377,13916.853333333334,13846.696000000002,13733.589799999998,0,0
2021-04-13,13986.49,0.013226687221229437,13953.233999999999,13924.058,13915.544666666667,13823.6825,13742.6112,0,1
2021-04-14,13803.91,-0.0158474967186385,13917.795999999998,13921.437,13886.090000000002,13791.921500000002,13748.3662,0,0
2021-04-15,14026.19,-0.0011195058222136511,13944.043999999998,13931.208,13866.054000000002,13751.807500000004,13759.607199999995,0,0
2021-04-16,14041.91,0.00965222787138309,13891.277999999995,13925.609999999995,13838.55666666667,13705.955500000005,13765.987,0,0
2021-04-19,13907.67,0.007123460276770022,13871.183999999996,13907.495,13817.071333333335,13673.516000000007,13775.648399999998,0,0
2021-04-20,13809.3,-0.009031119148340759,13894.881999999998,13896.699999999995,13780.498666666668,13643.778000000006,13788.949999999995,0,0
2021-04-21,13935.15,0.012555259417716071,13925.077999999998,13870.237,13749.963333333335,13614.197000000006,13803.859999999995,0,0
2021-04-22,13762.36,-0.012845158032455785,13918.371999999998,13827.059,13687.728666666668,13579.335000000005,13816.357999999998,0,0
2021-04-23,13941.44,-0.006040142134411619,13959.941999999995,13812.196000000002,13644.181333333336,13565.921500000004,13835.663399999998,0,0
2021-04-26,14026.16,0.004719103055239593,13943.805999999993,13790.015,13607.626666666667,13539.436500000005,13852.5618,0,0
2021-04-27,13960.28,0.0042196520981008226,13898.517999999993,13723.306999999995,13560.076666666666,13520.216000000004,13868.320799999998,0,0
2021-04-28,13901.62,-0.004909732924558653,13815.395999999993,13662.405999999995,13510.57,13505.088500000005,,0,0
2021-04-29,13970.21,0.007896392405611241,13735.745999999996,13572.406999999996,13466.322666666667,13495.144500000006,,0,0
2021-04-30,13860.76,0.004423278153469878,13664.449999999993,13486.300999999998,13434.581333333335,13479.526500000002,,0,0
2021-05-03,13799.72,0.018830285270885042,13636.223999999995,13439.536999999995,13404.646666666666,13470.814000000002,,0,0
2021-05-04,13544.67,0.0030584957680934717,13548.095999999996,13390.855999999994,13394.115333333333,13463.557500000004,,0,0
2021-05-05,13503.37,-0.008106521871669159,13509.415999999996,13358.156999999996,13401.652666666665,13470.113500000005,,0,0
2021-05-06,13613.73,-0.007718867053994827,13409.068000000001,13331.610999999995,13414.943999999998,13471.429000000006,,0,0
2021-05-07,13719.63,0.02698913398228009,13308.151999999998,13319.646999999995,13417.885333333332,13479.281000000004,,0,0
2021-05-10,13359.08,0.0005849630784187099,13242.849999999995,13288.857999999993,13415.677333333333,13483.444000000007,,1,0
2021-05-11,13351.27,0.02689201277070663,13233.615999999998,13317.124999999995,13435.378,13506.033000000005,,0,0
2021-05-12,13001.63,-0.008201904776434787,13206.897999999996,13347.770999999995,13457.012666666667,13529.216500000004,,0,0
