date,close,ROI,SMA_5,SMA_10,SMA_15,SMA_20,SMA_50,Entry_signal_long_1,Exit_signal_long_1
2021-06-03,13529.68,-0.01068384349277085,13640.883999999995,13611.246999999996,13492.215999999995,13471.42900000001,13565.354800000005,0,0
2021-06-04,13770.77,0.017819342364342683,13663.467999999993,13638.914999999995,13536.323999999995,13479.281000000012,13584.792600000008,0,0
2021-06-07,13802.89,0.002332476687941121,13686.743999999995,13678.029999999993,13563.641999999994,13483.444000000012,13605.240200000007,0,0
2021-06-08,13810.86,0.0005774153094026957,13717.997999999996,13694.940999999993,13596.83866666666,13506.03300000001,13621.875000000007,0,0
2021-06-09,13814.94,0.0002954196914601859,13745.827999999998,13710.661999999993,13636.655999999995,13529.21650000001,13638.859000000004,0,0
2021-06-10,13960.35,0.010525561457378707,13831.962,13736.422999999993,13684.818666666662,13577.152500000007,13660.135400000005,0,0
2021-06-11,13998.3,0.002718413220298865,13877.468,13770.46799999999,13718.432666666662,13621.610000000004,13678.272600000008,0,0
2021-06-14,14128.2,0.009279698249073265,13942.53,13814.636999999993,13766.196666666665,13658.364000000007,13694.246400000005,0,0
2021-06-15,14030.41,-0.006921617757393085,13986.44,13852.218999999992,13792.10733333333,13694.239000000007,13702.891400000004,0,0
2021-06-16,13983.01,-0.0033783759704811844,14020.053999999998,13882.940999999993,13813.792666666664,13732.505500000007,13710.982400000004,0,0
2021-06-17,14163.81,0.012929977165145434,14060.745999999996,13946.353999999992,13844.530666666666,13778.800500000007,13721.92460000001,0,0
2021-06-18,14049.58,-0.008064920385122298,14071.001999999995,13974.234999999993,13870.645999999995,13806.575000000008,13727.746200000007,0,0
2021-06-21,14137.23,0.006238620656275895,14072.807999999995,14007.668999999994,13900.693999999996,13842.849500000008,13733.589800000007,0,0
2021-06-22,14270.42,0.00942122325236272,14120.809999999996,14053.624999999995,13941.749333333333,13874.283000000007,13742.611200000007,0,0
2021-06-23,14274.24,0.00026768658525822003,14179.055999999995,14099.554999999993,13981.645999999995,13905.108500000008,13748.366200000008,0,0
2021-06-24,14365.96,0.006425561010603653,14219.486,14140.11599999999,14037.397999999996,13938.26950000001,13759.607200000004,0,0
2021-06-25,14345.18,-0.0014464748614083645,14278.605999999994,14174.803999999993,14075.691999999995,13972.63600000001,13765.987000000006,0,0
2021-06-28,14524.98,0.01253382669300773,14356.155999999995,14214.481999999993,14123.831333333332,14014.559500000007,13775.648400000007,0,0
2021-06-29,14572.75,0.003288816920918425,14416.621999999998,14268.715999999993,14174.624,14060.467500000008,13788.950000000004,0,0
2021-06-30,14554.8,-0.0012317510421849807,14472.733999999995,14325.89499999999,14223.948,14104.418000000007,13803.860000000008,0,0
2021-07-01,14560.05,0.0003607057465577768,14511.551999999994,14365.518999999991,14263.927999999994,14155.936500000007,13816.358000000007,0,0
2021-07-02,14727.63,0.011509575859973031,14588.041999999998,14433.32399999999,14312.549999999996,14203.779500000008,13835.663400000007,0,0
2021-07-06,14786.36,0.00398774276648739,14640.318000000001,14498.23699999999,14356.427333333333,14252.953000000005,13852.561800000007,0,0
2021-07-07,14814.11,0.0018767296346091644,14688.59,14552.60599999999,14408.673999999995,14303.115500000005,13868.320800000007,0,0
