date,close,ROI,RSI_2,RSI_6,RSI_14,Entry_signal_long_7,Exit_signal_long_7,Entry_signal_short_7,Exit_signal_short_7
2020-07-22,10870.75,0.027423801508233536,85.16770018686648,55.25395156879746,45.59853918645544,0,0,0,0
2020-07-21,10833.07,-0.003466182186141697,72.18088483004864,52.65493988960619,44.69598581346611,0,0,0,0
2020-07-20,10952.08,0.010985805501118271,85.82993043663986,59.818443042032115,48.184488020446025,0,0,0,0
2020-07-17,10645.22,-0.02801842207142391,24.313413817265573,40.74398046457206,41.002647524199155,0,0,0,0
2020-07-16,10626.46,-0.0017622933109884273,22.354395676156354,39.812632646194785,40.604194940221596,0,0,0,0
2020-07-15,10701.68,0.007078556734792406,52.831558421377785,45.776373305174495,42.99615580879592,0,0,0,0
2020-07-14,10689.52,-0.001136270193091149,46.88188696288803,44.913061745662844,42.696806253517316,0,0,0,0
2020-07-13,10602.21,-0.008167812960731768,17.91308949235729,38.635084967637,40.515649437423455,0,0,0,0
2020-07-10,10836.33,0.022082188524845447,80.97121195668325,57.673027818967974,48.162686520053164,0,0,0,0
2020-07-09,10754.59,-0.007543144219491316,52.70171896815482,51.038971422924604,45.94202968340961,0,0,0,0
2020-07-08,10666.7,-0.008172324560954847,30.10156844490419,44.442774039338,43.613502934141685,0,0,0,0
2020-07-07,10524.01,-0.01337714569641979,12.582052325337298,35.50356632298424,40.06327483942356,0,0,0,0
